origin,M49,alpha-2,alpha-3,region,sub-region,intermediate-region,year,total_migrants,female_migrants,male_migrants,pct_female_migrants,pct_male_migrants,remittance_inflows,gdp_per_capita,total_population,Gini_index,homicides_per_100k_population,exposure_to_droughts,climate_risk_index,migration_rate,weighted_avg_dest_gdp
Argentina,32,AR,ARG,Americas,Latin America and the Caribbean,South America,2024,1.183381,0.592218,0.591163,50.044575669205436,49.955424330794564,,13858.203980200818,45.696158999999994,42.4,4.622678556,,147.0,2.5896727994140605,25010.47687238224
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,1990,0.004564,0.002585,0.001979,56.63891323400525,43.361086765994735,,12187.536361189792,0.062753,,,,,7.272959061718165,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,1995,0.004843999999999999,0.00273,0.002114,56.358381502890175,43.64161849710983,,16548.71738689872,0.079805,,,,,6.069795125618695,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2000,0.0054329999999999995,0.0030139999999999998,0.0024189999999999997,55.47579606110804,44.52420393889195,1.0837988826815643,20681.02302696252,0.090588,,,,,5.99748311034574,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2005,0.005447,0.0029909999999999997,0.002456,54.91096016155682,45.08903983844318,0.8198460962732412,24171.83713254216,0.097635,,,,,5.578941977774363,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2010,0.007117,0.003864,0.003253,54.29253899114796,45.70746100885204,4.972067039106145,24093.140151062573,0.101838,,,,,6.988550442860229,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2015,0.009011,0.004797,0.004214,53.234935079347466,46.765064920652534,53.640100518224415,27458.225331027304,0.107906,,,,,8.350786795914964,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2020,0.016627999999999997,0.008749999999999999,0.007878,52.6220832331008,47.37791676689921,34.984040417256566,22855.93232007607,0.10858699999999999,,,,,15.313066941714936,
Aruba,533,AW,ABW,Americas,Latin America and the Caribbean,Caribbean,2024,0.029304999999999998,0.015698,0.013607,53.56765057157482,46.432349428425184,,,0.107624,,,,,27.22905671597413,27922.3706738202
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,1990,0.002074,0.001057,0.001017,50.96432015429123,49.03567984570877,,11473.300838935294,0.275945,,,,,0.7515990505354327,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,1995,0.002064,0.001058,0.001006,51.259689922480625,48.74031007751938,,11374.605670385225,0.301461,,,,,0.6846656781474221,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2000,0.0021390000000000003,0.001098,0.001041,51.33239831697054,48.667601683029446,0.0,24940.077508607777,0.323835,,,,,0.6605215619065267,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2005,0.001985,0.001027,0.000958,51.73803526448363,48.26196473551638,0.0,28602.418186999483,0.343894,,,,,0.5772127457879462,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2010,0.0018669999999999997,0.0009519999999999999,0.0009149999999999999,50.99089448312802,49.00910551687198,0.0,27473.100430501963,0.36747799999999997,,,,,0.5080576252183804,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2015,0.001955,0.00099,0.0009649999999999999,50.6393861892583,49.36061381074168,0.0,30719.405417468977,0.38534599999999997,,,0.0,,0.5073362640328433,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2020,0.002042,0.001019,0.001023,49.902056807051906,50.097943192948094,50.805711,26178.75376077077,0.39586299999999996,,,0.1,,0.5158350237329581,
Bahamas,44,BS,BHS,Americas,Latin America and the Caribbean,Caribbean,2024,0.0021739999999999997,0.001088,0.001086,50.0459981600736,49.954001839926406,,39455.44665485455,0.401283,,,,28.0,0.54176229743099,31253.892013038447
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,1990,0.020659,0.011032,0.009627,53.40045500750278,46.599544992497215,,7781.405733061252,0.258582,,,,,7.98934187221075,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,1995,0.020592,0.010901,0.009691,52.93803418803419,47.06196581196581,,8460.47380869104,0.26203899999999997,,,,,7.8583722270349075,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2000,0.020249,0.010556,0.009693,52.13096943058916,47.86903056941084,113.2,11674.673647176442,0.262063,,,,,7.726767990902951,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2005,0.020961,0.010863,0.010098,51.82481751824817,48.17518248175182,94.4554238,14214.420221357172,0.268706,,,,,7.800719001436514,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2010,0.020844,0.01094,0.009904,52.48512761466129,47.514872385338705,81.86879619,18860.383370330943,0.27524299999999996,,,,,7.572944634377625,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2015,0.020503999999999998,0.010731,0.009772999999999999,52.33612953570035,47.66387046429965,198.0382948344835,18954.291372450625,0.27898999999999996,,,0.0,,7.349367360837307,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2020,0.019563999999999998,0.010077,0.009486999999999999,51.50787160089961,48.49212839910039,85.1758925,18347.110913105524,0.281698,,,0.1,,6.945026233768077,
Barbados,52,BB,BRB,Americas,Latin America and the Caribbean,Caribbean,2024,0.019558,0.010083,0.009474999999999999,51.55435116065038,48.44564883934962,,25365.79494241805,0.28246699999999997,,11.37982109,,161.0,6.9239946613232695,31327.272834201136
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,1990,0.003528,0.001958,0.00157,55.498866213151935,44.50113378684807,,2988.649522602635,0.183076,,,,,1.9270685398413774,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,1995,0.003627,0.001977,0.00165,54.50785773366419,45.49214226633582,,4012.079590097284,0.204146,57.5,,,,1.77666963839605,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2000,0.003849,0.002039,0.00181,52.974798648999744,47.02520135100026,24.868381,4729.670804280749,0.24079899999999999,,,,,1.5984285649026782,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2005,0.00438,0.002276,0.002104,51.963470319634695,48.03652968036529,44.69332284460195,5272.744172079605,0.279731,,,,,1.565789991098591,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2010,0.005247,0.00267,0.002577,50.886220697541454,49.113779302458546,78.1345695922123,5451.138971724773,0.320245,,,,,1.6384330746772,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2015,0.00597,0.0030099999999999997,0.00296,50.41876046901172,49.58123953098828,84.74407453778171,6154.495934982166,0.356333,,,5.5,,1.6753991350787045,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2020,0.006694,0.003365,0.003329,50.26889752016731,49.731102479832686,120.6836194178964,5227.193637861683,0.390812,,,8.4,,1.7128440273072476,
Belize,84,BZ,BLZ,Americas,Latin America and the Caribbean,Central America,2024,0.007383,0.003774,0.003609,51.11743193823649,48.88256806176351,,8429.679597073873,0.417072,,,,21.0,1.770197951432846,19193.081356942872
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,1990,0.199843,0.094501,0.10534199999999999,47.28762078231412,52.71237921768588,,682.6768102953798,7.130141999999999,42.0,,,,2.802791304857603,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,1995,0.236253,0.116005,0.120248,49.10202198490602,50.89797801509399,,852.7540348614444,7.874676,,,,,3.0001615304553484,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2000,0.281557,0.13954,0.142017,49.560124592888826,50.43987540711117,126.87,975.7770603587506,8.606326,61.6,,,,3.2715121411854495,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2005,0.45626599999999995,0.235003,0.221263,51.50570062200559,48.49429937799442,337.040056699114,1020.1232620073686,9.360754,58.5,,,,4.874244104694984,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2010,0.6489119999999999,0.34370799999999996,0.305204,52.96681214093745,47.03318785906255,960.2127467855058,1929.783730771584,10.182345,,,,,6.372913115790125,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2015,0.6465909999999999,0.34556699999999996,0.301024,53.44444942784542,46.55555057215459,1190.9581939626623,2996.0128981134417,11.014705,46.7,,6.6,,5.8702525396731,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2020,0.744014,0.40382799999999996,0.340186,54.27693564906036,45.72306435093964,1126.51792043532,3099.942190535137,11.816298999999999,43.6,,5.5,,6.296506207231216,
Bolivia,68,BO,BOL,Americas,Latin America and the Caribbean,South America,2024,0.7834729999999999,0.42955099999999996,0.35392199999999996,54.82652242004511,45.1734775799549,,4001.211339907953,12.413314999999999,,3.493530181,,74.0,6.31155336024261,21084.813005048487
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,1990,0.0028519999999999995,0.0016309999999999999,0.0012209999999999999,57.18793828892006,42.81206171107995,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,1995,0.002947,0.001676,0.001271,56.871394638615534,43.12860536138446,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2000,0.003052,0.00173,0.001322,56.68414154652687,43.31585845347313,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2005,0.0030159999999999996,0.0017059999999999998,0.00131,56.56498673740054,43.435013262599476,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2010,0.0028829999999999997,0.0016309999999999999,0.0012519999999999999,56.57301422129726,43.426985778702736,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2015,0.0030999999999999995,0.0017549999999999998,0.0013449999999999998,56.612903225806456,43.38709677419355,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2020,0.0035239999999999994,0.0019649999999999997,0.0015589999999999998,55.76049943246312,44.23950056753689,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",535,BQ,BES,Americas,Latin America and the Caribbean,Caribbean,2024,0.004744,0.002657,0.002087,56.007588532883645,43.992411467116355,,,,,,,,,11458.50957137845
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,1990,0.446721,0.23032699999999998,0.216394,51.55947448183542,48.440525518164584,,2581.141874490781,149.143223,60.5,,,,0.29952483995870194,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,1995,0.6261030000000001,0.325079,0.301024,51.9210098019016,48.078990198098396,,4756.7484078540265,161.735073,59.5,,,,0.38711640486290816,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2000,0.902341,0.470562,0.43177899999999997,52.14902126801287,47.850978731987134,1349.591,3766.548114660316,174.018282,,,,,0.5185322999568517,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2005,1.215342,0.627745,0.5875969999999999,51.65171614245209,48.34828385754791,2805.358,4827.781730747141,184.688101,56.3,,,,0.658051056575648,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2010,1.365997,0.7426889999999999,0.623308,54.36973873295475,45.63026126704524,3082.8,11403.282127874663,193.70192899999998,,,,,0.7052056771205412,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2015,1.402267,0.774473,0.627794,55.230066741925754,44.769933258074246,2896.9099517100003,8936.196617121128,201.675532,51.9,,7.8,,0.6953084422754863,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2020,1.8549120000000001,1.023063,0.831849,55.15426068729945,44.845739312700545,3566.2194384800005,7074.1937833764405,208.660842,48.9,,8.1,,0.8889602774630806,
Brazil,76,BR,BRA,Americas,Latin America and the Caribbean,South America,2024,2.194325,1.219973,0.974352,55.59673248037551,44.403267519624485,,10280.314862442903,211.998573,,22.3840654,,101.0,1.035065929429629,24451.665890495802
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,1990,0.003832,0.002192,0.00164,57.20250521920668,42.79749478079332,,,0.015704,,,,,24.401426388181356,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,1995,0.0039299999999999995,0.002241,0.001689,57.022900763358784,42.97709923664122,,,0.017839999999999998,,,,,22.02914798206278,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2000,0.004052999999999999,0.002302,0.001751,56.79743399950654,43.20256600049347,,,0.020241,,,,,20.023714243367422,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2005,0.003678,0.002074,0.001604,56.38934203371397,43.61065796628603,,,0.023665,,,,,15.541939573209381,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2010,0.004534,0.0025269999999999997,0.002007,55.73445081605646,44.26554918394354,,,0.027674999999999998,,,,,16.383017163504967,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2015,0.004874,0.0027199999999999998,0.002154,55.806319244973324,44.193680755026676,,,0.034498,,,,,14.128355266971997,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2020,0.005542999999999999,0.0031049999999999997,0.002438,56.016597510373444,43.98340248962656,,,0.037135,,,,,14.926619092500335,
British Virgin Islands,92,VG,VGB,Americas,Latin America and the Caribbean,Caribbean,2024,0.0061849999999999995,0.0035099999999999997,0.002675,56.75020210185934,43.24979789814066,,,0.039471,,,,,15.669732208456841,12186.78188144992
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,1990,0.000125,0.000059999999999999995,0.000065,47.99999999999999,51.99999999999999,,,0.025998999999999998,,,,,0.48078772260471564,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,1995,0.00013000000000000002,0.000062,0.000068,47.692307692307686,52.3076923076923,,,0.032743,,,,,0.39703142656445656,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2000,0.00014599999999999997,0.00007,0.00007599999999999999,47.945205479452056,52.05479452054795,0.0,,0.039674,,,,,0.3679991934264253,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2005,0.000179,0.00008499999999999999,0.000094,47.486033519553075,52.513966480446925,0.0,,0.046787999999999996,,,,,0.3825767290758314,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2010,0.00024799999999999996,0.000117,0.00013099999999999999,47.17741935483872,52.822580645161295,0.0,76837.66996366715,0.054098999999999994,,,,,0.4584188247472226,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2015,0.000381,0.000184,0.000197,48.29396325459317,51.70603674540683,0.0,76379.2095108681,0.061641999999999995,,,,,0.6180850718665845,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2020,0.000549,0.000268,0.000281,48.816029143898,51.183970856102,9.008669818958396,82338.79828536611,0.068684,,,,,0.7993127948284899,
Cayman Islands,136,KY,CYM,Americas,Latin America and the Caribbean,Caribbean,2024,0.000609,0.00039099999999999996,0.00021799999999999999,64.20361247947454,35.79638752052545,,,0.074457,,,,,0.817921753495306,34204.02535536128
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,1990,0.39097899999999997,0.19153299999999998,0.19944599999999998,48.98805306678875,51.01194693321125,,2487.76829657299,13.437176,57.2,,,,2.909681319944012,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,1995,0.391356,0.19705,0.19430599999999998,50.35057594619733,49.64942405380267,,5081.4682771561,14.527381,,,,,2.693919846942818,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2000,0.393879,0.200343,0.19353599999999999,50.86409785746384,49.13590214253616,13.3,5052.992457663253,15.503635,52.8,,,,2.540559036638827,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2005,0.419855,0.21434,0.205515,51.05095806885711,48.9490419311429,0.0,7480.3233099863555,16.348778,,,,,2.5681124301767384,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2010,0.435797,0.223873,0.211924,51.37093646812622,48.62906353187378,62.3249231059028,12632.870472419238,17.181464,,,,,2.536436941578436,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2015,0.419035,0.216629,0.202406,51.697113606262,48.30288639373799,58.992215838122895,13433.920298703231,18.047625,45.3,,6.0,,2.3218290495286777,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2020,0.4234,0.221574,0.20182599999999998,52.3320736891828,47.66792631081719,66.19747759113059,13114.815470545014,19.370624,47.0,,5.6,,2.185783999524228,
Chile,152,CL,CHL,Americas,Latin America and the Caribbean,South America,2024,0.44445099999999993,0.23169099999999998,0.21275999999999998,52.12970608683523,47.87029391316479,,16709.889397230672,19.764771,,3.632038675,,144.0,2.248703007993363,16595.53866383413
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,1990,1.000769,0.539538,0.461231,53.91234140945612,46.087658590543874,,1474.8455285341977,32.440069,,,,,3.0849780251700447,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,1995,1.1810109999999998,0.6259089999999999,0.555102,52.99772821760339,47.00227178239661,,2583.3499143601766,35.804662,,,,,3.2984838678270436,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2000,1.469973,0.8116289999999999,0.6583439999999999,55.21387127518669,44.78612872481331,1610.1,2555.00751039968,39.089934,58.4,,,,3.760489848870044,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2005,1.823207,0.994988,0.8282189999999999,54.573507012643105,45.42649298735689,3345.610321407965,3456.066108745124,42.128977,53.9,,,,4.327679259812077,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2010,2.5582979999999997,1.387713,1.170585,54.243602582654574,45.75639741734544,4030.8463256811383,6398.295844710204,44.777319,54.6,,,,5.713379132859651,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2015,2.720321,1.48926,1.231061,54.745745079349085,45.25425492065091,5001.596492340817,6248.514905345122,46.96994,51.0,,8.3,,5.791621194321304,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2020,3.165293,1.734076,1.431217,54.784059485172456,45.21594051482754,6924.52613555919,5339.687113579434,50.629996999999996,53.5,,6.8,,6.251813524697622,
Colombia,170,CO,COL,Americas,Latin America and the Caribbean,South America,2024,3.6522379999999997,2.009557,1.6426809999999998,55.02261900785218,44.97738099214783,,7913.988014645465,52.886362999999996,,27.48436513,,108.0,6.905821827831117,26226.997029354734
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,1990,0.022921999999999998,0.012558,0.010364,54.78579530581974,45.21420469418027,,1829.6687089559,3.1217059999999996,45.2,,,,0.7342779877413184,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,1995,0.022763,0.012489,0.010274,54.8653516671792,45.13464833282081,,3275.252564474161,3.535176,45.7,,,,0.6439000491064659,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2000,0.026493,0.014254,0.012239,53.80289132978523,46.197108670214774,136.0,3812.7538828492393,3.9377389999999997,47.4,,,,0.6727972575124964,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2005,0.030258,0.015974,0.014284,52.79264987771829,47.20735012228171,420.34641,4703.007217847779,4.26124,47.5,,,,0.7100750016427144,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2010,0.034240999999999994,0.017646,0.016595,51.534709850763704,48.4652901492363,530.6887859999999,8265.788202758986,4.555962,48.0,,,,0.7515646530853417,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2015,0.039023,0.020087999999999998,0.018935,51.47733388001947,48.52266611998052,551.988507633386,11714.710598080348,4.818038,48.4,,3.1,,0.8099354965651996,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2020,0.043504,0.022149,0.021355,50.91255976461934,49.087440235380654,524.7867478480965,12394.0493969354,5.03432,49.2,,3.3,,0.8641484848003306,
Costa Rica,188,CR,CRI,Americas,Latin America and the Caribbean,Central America,2024,0.050982,0.026154999999999998,0.024827,51.30242046212389,48.69757953787611,,18587.153220361364,5.12991,45.8,11.40870985,,100.0,0.9938186050047662,18257.562403498534
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,1990,0.8395849999999999,0.42924399999999996,0.41034099999999996,51.12573473799556,48.87426526200444,,2694.3169795769218,10.631798999999999,,,,,7.8969231829909505,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,1995,0.9177219999999999,0.473439,0.444283,51.58849847775253,48.41150152224748,,2785.244429541026,10.925362,,,,,8.399923041451624,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2000,1.032762,0.5410849999999999,0.491677,52.392032239760944,47.60796776023905,,2751.381771481403,11.109109,,,,,9.296533142306911,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2005,1.0935549999999998,0.567187,0.526368,51.86634417107507,48.13365582892493,,3786.337992252912,11.262554,,,,,9.709653778352582,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2010,1.337631,0.678179,0.6594519999999999,50.70000620499974,49.299993795000255,,5272.2675582483525,11.297409,,,,,11.840157331650115,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2015,1.5193969999999999,0.7837879999999999,0.735609,51.58546449677076,48.414535503229246,,7727.919972079983,11.275065,,,3.5,,13.475727190929717,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2020,1.721822,0.872273,0.849549,50.65988238040866,49.34011761959134,,9605.261250672624,11.176354,,,3.6,,15.40593649771652,
Cuba,192,CU,CUB,Americas,Latin America and the Caribbean,Caribbean,2024,1.879613,0.9478139999999999,0.9317989999999999,50.42601854743503,49.57398145256497,,,10.979783,,,,,17.118853806127134,23632.617921593723
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,1990,0.003029,0.001529,0.0015,50.47870584351271,49.521294156487286,,,0.1454,,,,,2.083218707015131,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,1995,0.003779,0.001895,0.0018839999999999998,50.145541148451976,49.85445885154803,,,0.145139,,,,,2.603710925388765,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2000,0.004701,0.002342,0.002359,49.81918740693469,50.180812593065305,0.0,15841.261235994916,0.13386,,,,,3.5118780815777675,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2005,0.0043289999999999995,0.002137,0.002192,49.36474936474937,50.63525063525064,0.0,17032.33566207436,0.137658,,,,,3.144750032689709,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2010,0.005353999999999999,0.002617,0.002737,48.87934254762795,51.120657452372065,0.0,19847.23101279792,0.148703,,,,,3.6004653571212417,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2015,0.005861,0.002864,0.0029969999999999997,48.8653813342433,51.13461866575669,142.37430167597765,19361.8130008678,0.15797999999999998,,,,,3.7099632864919614,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2020,0.007665999999999999,0.0037909999999999997,0.003875,49.45212627184973,50.547873728150286,132.28778944692738,16356.09332545412,0.154947,,,,,4.9474981767959365,
Curaçao,531,CW,CUW,Americas,Latin America and the Caribbean,Caribbean,2024,0.010103000000000001,0.005071,0.005032,50.1930119766406,49.806988023359395,,,0.15589999999999998,,,,,6.480436177036564,36737.22902254849
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,1990,0.018686,0.010537,0.008149,56.389810553355446,43.61018944664454,,2892.981596645405,0.069627,,,,,26.837290131701785,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,1995,0.020457,0.011356999999999999,0.0091,55.51644913721464,44.48355086278536,,3951.722670863583,0.069469,,,,,29.44766730484101,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2000,0.022406,0.012287,0.010119,54.83798982415424,45.16201017584576,26.899870566096244,4867.398963237587,0.068511,,,,,32.704237275765934,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2005,0.021077,0.011729999999999999,0.009347,55.65308155809651,44.3469184419035,43.13226106560108,5695.224423946745,0.068734,,,,,30.66459103209474,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2010,0.020788,0.011677,0.009111,56.17182990186645,43.82817009813353,46.2117000332561,7549.619646803747,0.068859,,,,,30.189227261505398,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2015,0.021079,0.011928,0.009151,56.587124626405426,43.41287537359457,51.91498256859259,8282.598747021415,0.07041,,,0.0,,29.937508876580033,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2020,0.020838,0.011829,0.009009,56.76648430751512,43.233515692484886,33.65632239509629,7827.748426804263,0.067573,,,0.1,,30.83776064404422,
Dominica,212,DM,DMA,Americas,Latin America and the Caribbean,Caribbean,2024,0.021384,0.012152,0.009231999999999999,56.82753460531238,43.172465394687606,,10405.278777758196,0.066205,,,,1.0,32.29967525111396,20070.030492629572
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,1990,0.46228499999999995,0.273427,0.188858,59.14684664222287,40.85315335777713,,989.1639412076594,7.151166,,,,,6.464470269603585,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,1995,0.657381,0.392955,0.264426,59.77583775618706,40.22416224381295,,2109.169407286892,7.888115,,,,,8.333816127173602,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2000,0.845469,0.47873699999999997,0.366732,56.623838366634374,43.376161633365626,1838.8,2831.458836380334,8.58419,51.5,,,,9.84914127017226,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2005,0.96245,0.554218,0.408232,57.58408228998909,42.41591771001091,2719.2000000000003,3878.312067352443,9.225033999999999,50.0,,,,10.433023878285978,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2010,1.21224,0.694975,0.517265,57.32981917772059,42.67018082227941,3887.0,5478.624703989543,9.820174999999999,47.3,,,,12.34438286486748,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2015,1.4543779999999997,0.8284579999999999,0.6259199999999999,56.963045370598294,43.03695462940171,5196.200000000001,6800.953093954736,10.434828999999999,45.2,,8.2,,13.93772720185448,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2020,1.6912319999999998,0.9539569999999999,0.737275,56.406040093848745,43.593959906151255,8331.6,7135.222732558986,11.0083,39.6,,4.6,,15.36324409763542,
Dominican Republic,214,DO,DOM,Americas,Latin America and the Caribbean,Caribbean,2024,1.9171529999999999,1.068621,0.848532,55.739995712392286,44.26000428760772,,10875.661844309196,11.427557,39.0,10.54158423,,78.0,16.77657788099416,38250.61275905381
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,1990,0.209258,0.102477,0.106781,48.97160443089392,51.02839556910608,,1455.0074851087052,10.473673,,,,,1.997942842019223,
