origin,M49,alpha-2,alpha-3,region,sub-region,intermediate-region,year,total_migrants,female_migrants,male_migrants,pct_female_migrants,pct_male_migrants,remittance_inflows,gdp_per_capita,total_population,Gini_index,homicides_per_100k_population,exposure_to_droughts,climate_risk_index,migration_rate,weighted_avg_dest_gdp
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,1995,0.31626,0.16463999999999998,0.15162,52.058432934926955,47.941567065073045,,2108.00698245316,11.590513999999999,50.8,,,,2.728610655230648,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2000,0.510456,0.25573599999999996,0.25472,50.09951886156691,49.900481138433086,1322.301,1382.2342175990902,12.689205999999999,56.3,,,,4.022757609893008,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2005,0.9357,0.469466,0.466234,50.172704926792775,49.827295073207225,2460.0,2909.0260601438827,13.846162999999999,53.1,,,,6.757828865657584,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2010,1.1229489999999998,0.5743619999999999,0.5485869999999999,51.147647845093594,48.85235215490641,2599.02703868,4520.30959039763,15.076694999999999,48.8,,,,7.4482437961370165,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2015,1.0664569999999998,0.556429,0.5100279999999999,52.17547449170479,47.82452550829523,2387.55589200259,5976.159680565097,16.266225,46.0,,5.7,,6.556266128127454,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2020,1.11857,0.577456,0.541114,51.62448483331396,48.375515166686036,3343.696163529932,5463.645153485981,17.546065,47.3,,6.7,,6.375047624638346,
Ecuador,218,EC,ECU,Americas,Latin America and the Caribbean,South America,2024,1.243065,0.642713,0.600352,51.70389319947066,48.29610680052933,,6874.705739765999,18.135478,45.2,14.02425488,,131.0,6.8543271922581805,24951.249150728472
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,1990,0.9555689999999999,0.49110099999999995,0.464468,51.393567602130254,48.60643239786975,,892.1827151970303,5.399725999999999,,,,,17.696620161837842,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,1995,1.00542,0.5369579999999999,0.468462,53.40633764993733,46.59366235006266,,1548.3763038362022,5.762131,49.8,,,,17.44875290061958,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2000,0.906731,0.44038499999999997,0.466346,48.56842878428112,51.43157121571888,1764.2,1982.870935426154,5.943366,51.5,,,,15.256186477494401,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2005,1.108043,0.533142,0.574901,48.11564172148554,51.88435827851446,3028.6000000000004,2447.3914084539406,6.005578,48.5,,,,18.450230768795276,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2010,1.359464,0.6776829999999999,0.681781,49.84927883342258,50.15072116657742,3471.83671903,3040.0730095287786,6.068249,43.5,,,,22.40290403376658,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2015,1.5418729999999998,0.762776,0.7790969999999999,49.470741105136426,50.52925889486358,4274.620676029546,3790.340891081616,6.183675999999999,40.6,,4.4,,24.93456966374047,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2020,1.6796669999999998,0.845555,0.834112,50.34063299451618,49.65936700548383,5931.31288860975,3997.192795837087,6.234673,,,3.0,,26.9407393138341,
El Salvador,222,SV,SLV,Americas,Latin America and the Caribbean,Central America,2024,1.83467,0.90404,0.93063,49.27534652008263,50.72465347991737,,5579.659691650286,6.3381929999999995,,18.16549846,,72.0,28.94626275974872,38134.616235225665
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,1990,0.0010819999999999998,0.000149,0.0009329999999999999,13.770794824399262,86.22920517560074,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,1995,0.001839,0.000316,0.0015229999999999998,17.183251767264817,82.81674823273516,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2000,0.0015249999999999999,0.00045599999999999997,0.0010689999999999999,29.901639344262293,70.09836065573771,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2005,0.0010999999999999998,0.00046499999999999997,0.0006349999999999999,42.27272727272728,57.72727272727273,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2010,0.000414,0.00021999999999999998,0.000194,53.14009661835749,46.85990338164252,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2015,0.00019299999999999997,0.00010999999999999999,0.000083,56.994818652849744,43.00518134715026,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2020,0.000106,0.000058,0.000048,54.71698113207547,45.28301886792453,,,,,,,,,
Falkland Islands (Malvinas),238,FK,FLK,Americas,Latin America and the Caribbean,South America,2024,0.000093,0.000054,0.000039,58.06451612903226,41.935483870967744,,,,,,,,,32655.11473517418
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,1990,0.003047,0.0016619999999999998,0.001385,54.54545454545454,45.45454545454546,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,1995,0.003257,0.001826,0.001431,56.06386245010746,43.93613754989254,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2000,0.003554,0.002046,0.001508,57.56893640967924,42.43106359032077,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2005,0.0036939999999999994,0.0021349999999999997,0.0015589999999999998,57.79642663779102,42.20357336220899,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2010,0.003815,0.002216,0.001599,58.086500655308,41.913499344692006,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2015,0.004106,0.002459,0.001647,59.88796882610813,40.112031173891864,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2020,0.004128,0.0024519999999999998,0.001676,59.399224806201545,40.60077519379845,,,,,,,,,
French Guiana,254,GF,GUF,Americas,Latin America and the Caribbean,South America,2024,0.00449,0.002582,0.001908,57.505567928730514,42.494432071269486,,,,,,,,,11753.197702809506
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,1990,0.023960999999999996,0.013286,0.010674999999999999,55.448437043529076,44.55156295647094,,2782.1839687361858,0.09995699999999999,,,,,23.971307662294787,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,1995,0.023988,0.013415,0.010572999999999999,55.92379523094881,44.076204769051195,,3294.269883396572,0.10386899999999999,,,,,23.094474771105915,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2000,0.022073,0.012757,0.009316,57.79459067639198,42.20540932360803,31.335309327667648,4839.828111142478,0.10745099999999999,,,,,20.542386762338182,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2005,0.023589,0.013436,0.010152999999999999,56.95875196065964,43.04124803934037,34.107417545890016,6338.560114053579,0.109734,,,,,21.496527967630815,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2010,0.02114,0.012317,0.008823,58.2639545884579,41.7360454115421,36.40303881465193,6909.60169568597,0.11158599999999999,,,,,18.945028946283585,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2015,0.02175,0.012595,0.009155,57.908045977011504,42.09195402298851,43.35471542222222,8694.12438005692,0.114676,,,0.0,,18.966479472601065,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2020,0.02221,0.011959,0.010251,53.84511481314722,46.154885186852766,70.43071466783333,8968.558901084838,0.116341,,,0.1,,19.090432435684754,
Grenada,308,GD,GRD,Americas,Latin America and the Caribbean,Caribbean,2024,0.026299999999999997,0.013984,0.012315999999999999,53.17110266159696,46.82889733840304,,11871.611700603142,0.11720699999999999,,,,17.0,22.438932828244045,30750.94146188508
Guadeloupe,312,GP,GLP,Americas,Latin America and the Caribbean,Caribbean,1990,0.007509999999999999,0.004142,0.003368,55.15312916111851,44.84687083888149,,,,,,,,,
Guadeloupe,312,GP,GLP,Americas,Latin America and the Caribbean,Caribbean,1995,0.008367999999999999,0.004726999999999999,0.0036409999999999997,56.48900573613766,43.51099426386234,,,,,,,,,
Guadeloupe,312,GP,GLP,Americas,Latin America and the Caribbean,Caribbean,2000,0.009236999999999999,0.005317,0.00392,57.561978997510025,42.43802100248999,,,,,,,,,
