index,destination,coverage,type,destination_code,origin,origin_code,gender,year,migrants,M49,migrants_millions,name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code,alpha-3_dest,gdp_per_capita_dest,total_population_dest
23851,Nicaragua,,B R,558,Colombia,170,female,1995,124,170,0.000124,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NIC,891.7793523099956,4642931.0
21899,Cuba,,B,192,Colombia,170,male,1995,128,170,0.000128,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUB,2785.244429541026,10925362.0
16712,Finland,,B,246,Colombia,170,female,1995,112,170,0.000112,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FIN,26246.274321446235,5107790.0
24345,Argentina,,B R,32,Colombia,170,male,1995,6,170,6e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ARG,7357.616277378798,35070020.0
15573,Slovakia,,B,703,Colombia,170,female,1995,4,170,4e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SVK,4882.511582382283,5361999.0
20865,Switzerland,,B R,756,Colombia,170,male,1995,2193,170,0.002193,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHE,50113.83212213449,7040687.0
23626,Honduras,,B R,340,Colombia,170,female,1995,231,170,0.00023099999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HND,931.6695472577384,5739637.0
22187,Dominican Republic,,B R,214,Colombia,170,female,1995,2556,170,0.0025559999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DOM,2109.169407286892,7888115.0
14704,Bulgaria,,B,100,Colombia,170,male,1995,3,170,3e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BGR,2259.2592255522086,8406067.0
16945,Iceland,,B,352,Colombia,170,female,1995,24,170,0.000024,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ISL,26633.59137615486,267468.0
16712,Finland,,B,246,Colombia,170,male,1995,130,170,0.00013,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FIN,26246.274321446235,5107790.0
20448,Liechtenstein,,B,438,Colombia,170,female,1995,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LIE,78909.70433777182,30776.0
20781,Netherlands,17,B R,528,Colombia,170,male,1995,3225,170,0.003225,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NLD,29301.194049237634,15459006.0
18845,Italy,,B R,380,Colombia,170,female,1995,6967,170,0.006967,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ITA,20712.179869032418,56844303.0
26886,Australia,,B R,36,Colombia,170,female,1995,1355,170,0.0013549999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,AUS,20448.12196858736,18004882.0
22339,Haiti,,B R,332,Colombia,170,male,1995,400,170,0.00039999999999999996,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HTI,372.0061046651246,7562546.0
20448,Liechtenstein,,B,438,Colombia,170,male,1995,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LIE,78909.70433777182,30776.0
23356,Costa Rica,,B R,188,Colombia,170,male,1995,2081,170,0.002081,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CRI,3275.252564474161,3535176.0
27000,New Zealand,37,B R,554,Colombia,170,female,1995,123,170,0.00012299999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NZL,17400.42018481721,3673400.0
23626,Honduras,,B R,340,Colombia,170,male,1995,296,170,0.000296,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HND,931.6695472577384,5739637.0
21977,Curaçao,23,B R,531,Colombia,170,male,1995,1633,170,0.001633,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUW,,145139.0
10996,China,5,C R,156,Colombia,170,female,1995,203,170,0.000203,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHN,612.6802778986272,1204855000.0
20220,France,16,B R,250,Colombia,170,female,1995,5903,170,0.005902999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FRA,26791.81519823693,59541294.0
24561,Bolivia,,B R,68,Colombia,170,male,1995,480,170,0.00047999999999999996,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BOL,852.7540348614444,7874676.0
24872,Chile,,B R,152,Colombia,170,male,1995,914,170,0.000914,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHL,5081.4682771561,14527381.0
22339,Haiti,,B R,332,Colombia,170,female,1995,386,170,0.000386,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HTI,372.0061046651246,7562546.0
16491,Faroe Islands,12,B,234,Colombia,170,female,1995,16,170,0.000016,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FRO,20669.67919813538,43610.0
21899,Cuba,,B,192,Colombia,170,female,1995,140,170,0.00014,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUB,2785.244429541026,10925362.0
16491,Faroe Islands,12,B,234,Colombia,170,male,1995,23,170,0.000023,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FRO,20669.67919813538,43610.0
25067,Ecuador,,B R,218,Colombia,170,female,1995,24796,170,0.024796,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ECU,2108.00698245316,11590514.0
16180,Denmark,11,B R,208,Colombia,170,male,1995,796,170,0.0007959999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DNK,35321.09807730872,5233373.0
16180,Denmark,11,B R,208,Colombia,170,female,1995,663,170,0.000663,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DNK,35321.09807730872,5233373.0
22187,Dominican Republic,,B R,214,Colombia,170,male,1995,2661,170,0.0026609999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DOM,2109.169407286892,7888115.0
24872,Chile,,B R,152,Colombia,170,female,1995,1166,170,0.001166,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHL,5081.4682771561,14527381.0
18845,Italy,,B R,380,Colombia,170,male,1995,3419,170,0.0034189999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ITA,20712.179869032418,56844303.0
23851,Nicaragua,,B R,558,Colombia,170,male,1995,113,170,0.000113,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NIC,891.7793523099956,4642931.0
11292,Japan,,C,392,Colombia,170,female,1995,1248,170,0.001248,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,JPN,44197.61910139078,125472000.0
16405,Estonia,,B,233,Colombia,170,female,1995,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,EST,3134.3897534540665,1436634.0
23978,Panama,,B R,591,Colombia,170,female,1995,8687,170,0.008687,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PAN,3513.8973785463104,2724557.0
18628,Greece,,B,300,Colombia,170,male,1995,55,170,0.000054999999999999995,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GRC,12779.081491606008,10562153.0
22785,Sint Maarten (Dutch part),28,B R,534,Colombia,170,male,1995,75,170,0.000075,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SXM,,31772.0
20671,Luxembourg,,B,442,Colombia,170,male,1995,8,170,8e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LUX,51032.34963531796,408625.0
23544,Guatemala,,B R,320,Colombia,170,female,1995,365,170,0.000365,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GTM,1421.061778097957,10312996.0
21821,Cayman Islands,22,C R,136,Colombia,170,female,1995,50,170,0.000049999999999999996,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CYM,,32743.0
26156,United States of America,36,B,840,Colombia,170,male,1995,182345,170,0.18234499999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,USA,28690.87570133469,266278000.0
23455,El Salvador,,B R,222,Colombia,170,male,1995,165,170,0.000165,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SLV,1548.3763038362022,5762131.0
18628,Greece,,B,300,Colombia,170,female,1995,355,170,0.000355,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GRC,12779.081491606008,10562153.0
24726,Brazil,,B R,76,Colombia,170,male,1995,1718,170,0.001718,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BRA,4756.7484078540265,161735073.0
25993,Canada,,B,124,Colombia,170,male,1995,4528,170,0.004528,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CAN,20679.63479266897,29302311.0
16405,Estonia,,B,233,Colombia,170,male,1995,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,EST,3134.3897534540665,1436634.0
17244,Latvia,,B,428,Colombia,170,male,1995,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LVA,2256.773603870537,2485056.0
23851,Nicaragua,,B R,558,Colombia,170,female,2000,148,170,0.000148,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NIC,1017.312443488204,5022633.0
26156,United States of America,36,B,840,Colombia,170,male,2000,215776,170,0.215776,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,USA,36329.97025957508,282162411.0
23978,Panama,,B R,591,Colombia,170,female,2000,10908,170,0.010908,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PAN,3975.093086595032,3010369.0
21977,Curaçao,23,B R,531,Colombia,170,female,2000,3124,170,0.003124,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUW,15841.261235994916,133860.0
22547,Puerto Rico,27,B,630,Colombia,170,female,2000,2004,170,0.0020039999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PRI,16192.12697196377,3810605.0
18628,Greece,,B,300,Colombia,170,male,2000,85,170,0.00008499999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GRC,11638.201069721485,10805808.0
25328,Peru,,B R,604,Colombia,170,male,2000,9,170,9e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PER,1945.4133845169831,26598331.0
11292,Japan,,C,392,Colombia,170,male,2000,697,170,0.0006969999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,JPN,39169.35957015043,126843000.0
21495,Aruba,19,B R,533,Colombia,170,female,2000,4232,170,0.004232,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ABW,20681.02302696252,90588.0
16405,Estonia,,B,233,Colombia,170,female,2000,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,EST,4070.60902410208,1396985.0
10996,China,5,C R,156,Colombia,170,male,2000,326,170,0.000326,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHN,969.1995136962868,1262645000.0
17436,Lithuania,,B,440,Colombia,170,male,2000,2,170,2e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LTU,3300.636349285588,3499536.0
24345,Argentina,,B R,32,Colombia,170,male,2000,7,170,7e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ARG,7637.014892036284,37213984.0
20220,France,16,B R,250,Colombia,170,male,2000,6761,170,0.006761,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FRA,22340.593951621708,60918661.0
20448,Liechtenstein,,B,438,Colombia,170,male,2000,1,170,1e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LIE,76087.91111420198,32645.0
9584,Guinea,,C B R,324,Colombia,170,male,2000,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GIN,518.1570669240263,8428832.0
13055,Cyprus,,B,196,Colombia,170,male,2000,14,170,0.000014,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CYP,14388.3525390625,947667.0
18628,Greece,,B,300,Colombia,170,female,2000,300,170,0.0003,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GRC,11638.201069721485,10805808.0
20781,Netherlands,17,B R,528,Colombia,170,female,2000,5341,170,0.005340999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NLD,26225.16977341492,15925513.0
22547,Puerto Rico,27,B,630,Colombia,170,male,2000,1809,170,0.0018089999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PRI,16192.12697196377,3810605.0
22339,Haiti,,B R,332,Colombia,170,male,2000,380,170,0.00037999999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HTI,820.6000467614642,8303151.0
20448,Liechtenstein,,B,438,Colombia,170,female,2000,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LIE,76087.91111420198,32645.0
25067,Ecuador,,B R,218,Colombia,170,female,2000,27069,170,0.027069,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ECU,1382.2342175990902,12689206.0
20121,Belgium,,B R,56,Colombia,170,male,2000,1072,170,0.001072,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BEL,23098.88650774014,10251250.0
14704,Bulgaria,,B,100,Colombia,170,female,2000,4,170,4e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BGR,1621.2621073899163,8170172.0
23626,Honduras,,B R,340,Colombia,170,female,2000,289,170,0.000289,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HND,1092.564007462518,6577773.0
22785,Sint Maarten (Dutch part),28,B R,534,Colombia,170,female,2000,107,170,0.000107,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SXM,,30773.0
23978,Panama,,B R,591,Colombia,170,male,2000,10565,170,0.010565,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PAN,3975.093086595032,3010369.0
19570,Slovenia,,B,705,Colombia,170,female,2000,2,170,2e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SVN,10135.721910921158,1988925.0
19675,Spain,,B R,724,Colombia,170,male,2000,55367,170,0.055367,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ESP,14743.267103145476,40567864.0
25551,Venezuela,,B R,862,Colombia,170,female,2000,322828,170,0.322828,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,VEN,4776.281676393797,24526708.0
23544,Guatemala,,B R,320,Colombia,170,female,2000,391,170,0.00039099999999999996,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,GTM,1648.9657897155912,11697592.0
8921,South Africa,,B R,710,Colombia,170,male,2000,54,170,0.000054,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ZAF,3217.8469344846712,47159719.0
24561,Bolivia,,B R,68,Colombia,170,male,2000,682,170,0.000682,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BOL,975.7770603587506,8606326.0
13313,Israel,,B R,376,Colombia,170,female,2000,987,170,0.000987,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ISR,21706.51940563291,6289000.0
17684,Norway,,B,578,Colombia,170,female,2000,1426,170,0.001426,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NOR,38178.23687770755,4490967.0
17684,Norway,,B,578,Colombia,170,male,2000,1804,170,0.0018039999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NOR,38178.23687770755,4490967.0
24345,Argentina,,B R,32,Colombia,170,female,2000,8,170,8e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ARG,7637.014892036284,37213984.0
22187,Dominican Republic,,B R,214,Colombia,170,male,2000,2872,170,0.002872,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DOM,2831.458836380334,8584190.0
14704,Bulgaria,,B,100,Colombia,170,male,2000,6,170,6e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BGR,1621.2621073899163,8170172.0
13055,Cyprus,,B,196,Colombia,170,female,2000,43,170,0.000042999999999999995,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CYP,14388.3525390625,947667.0
21899,Cuba,,B,192,Colombia,170,female,2000,97,170,0.000097,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUB,2751.381771481403,11109109.0
17244,Latvia,,B,428,Colombia,170,male,2000,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LVA,3278.178964408034,2367550.0
20671,Luxembourg,,B,442,Colombia,170,male,2000,7,170,7e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LUX,48659.59887532334,436300.0
16491,Faroe Islands,12,B,234,Colombia,170,female,2000,18,170,0.000018,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,FRO,23322.75933575153,45754.0
24726,Brazil,,B R,76,Colombia,170,male,2000,2230,170,0.0022299999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BRA,3766.548114660316,174018282.0
23455,El Salvador,,B R,222,Colombia,170,female,2000,194,170,0.000194,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SLV,1982.870935426154,5943366.0
19570,Slovenia,,B,705,Colombia,170,male,2000,2,170,2e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SVN,10135.721910921158,1988925.0
24561,Bolivia,,B R,68,Colombia,170,female,2000,660,170,0.00066,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,BOL,975.7770603587506,8606326.0
23851,Nicaragua,,B R,558,Colombia,170,male,2000,161,170,0.00016099999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NIC,1017.312443488204,5022633.0
17808,Sweden,,B R,752,Colombia,170,female,2000,3357,170,0.0033569999999999997,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SWE,29632.773610159937,8872109.0
17244,Latvia,,B,428,Colombia,170,female,2000,4,170,4e-6,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LVA,3278.178964408034,2367550.0
17808,Sweden,,B R,752,Colombia,170,male,2000,3819,170,0.003819,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SWE,29632.773610159937,8872109.0
22785,Sint Maarten (Dutch part),28,B R,534,Colombia,170,male,2000,75,170,0.000075,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SXM,,30773.0
20781,Netherlands,17,B R,528,Colombia,170,male,2000,3911,170,0.0039109999999999995,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,NLD,26225.16977341492,15925513.0
15033,Hungary,,B,348,Colombia,170,male,2000,70,170,0.00007,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HUN,4629.917608125478,10210971.0
26886,Australia,,B R,36,Colombia,170,female,2000,2087,170,0.002087,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,AUS,21870.41596695936,19028802.0
25328,Peru,,B R,604,Colombia,170,female,2000,11,170,0.000011,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,PER,1945.4133845169831,26598331.0
26156,United States of America,36,B,840,Colombia,170,female,2000,302637,170,0.302637,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,USA,36329.97025957508,282162411.0
20865,Switzerland,,B R,756,Colombia,170,male,2000,2655,170,0.002655,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHE,38865.02193968802,7184250.0
25993,Canada,,B,124,Colombia,170,male,2000,6332,170,0.006332,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CAN,24271.00205638213,30685730.0
24872,Chile,,B R,152,Colombia,170,female,2000,1884,170,0.0018839999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHL,5052.992457663253,15503635.0
23748,Mexico,,B R,484,Colombia,170,male,2000,2976,170,0.002976,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,MEX,7524.027138009098,98625552.0
20865,Switzerland,,B R,756,Colombia,170,female,2000,4013,170,0.004013,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHE,38865.02193968802,7184250.0
21977,Curaçao,23,B R,531,Colombia,170,male,2000,1633,170,0.001633,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUW,15841.261235994916,133860.0
22187,Dominican Republic,,B R,214,Colombia,170,female,2000,2865,170,0.002865,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,DOM,2831.458836380334,8584190.0
11292,Japan,,C,392,Colombia,170,female,2000,1330,170,0.00133,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,JPN,39169.35957015043,126843000.0
19675,Spain,,B R,724,Colombia,170,female,2000,74691,170,0.074691,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ESP,14743.267103145476,40567864.0
10996,China,5,C R,156,Colombia,170,female,2000,240,170,0.00023999999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHN,969.1995136962868,1262645000.0
24872,Chile,,B R,152,Colombia,170,male,2000,1536,170,0.001536,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CHL,5052.992457663253,15503635.0
22339,Haiti,,B R,332,Colombia,170,female,2000,366,170,0.000366,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HTI,820.6000467614642,8303151.0
16945,Iceland,,B,352,Colombia,170,male,2000,27,170,0.000027,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ISL,32096.37226136954,281205.0
20671,Luxembourg,,B,442,Colombia,170,female,2000,16,170,0.000016,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,LUX,48659.59887532334,436300.0
15573,Slovakia,,B,703,Colombia,170,male,2000,25,170,0.000024999999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,SVK,5421.6448441887,5388720.0
18845,Italy,,B R,380,Colombia,170,female,2000,9924,170,0.009923999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ITA,20190.00356360841,56942108.0
21899,Cuba,,B,192,Colombia,170,male,2000,76,170,0.00007599999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CUB,2751.381771481403,11109109.0
23356,Costa Rica,,B R,188,Colombia,170,female,2000,3037,170,0.0030369999999999998,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CRI,3812.7538828492393,3937739.0
18368,Croatia,,B,191,Colombia,170,male,2000,,170,,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HRV,4953.651587890217,4468302.0
21821,Cayman Islands,22,C R,136,Colombia,170,female,2000,86,170,0.00008599999999999999,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,CYM,,39674.0
13313,Israel,,B R,376,Colombia,170,male,2000,692,170,0.000692,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,ISR,21706.51940563291,6289000.0
15033,Hungary,,B,348,Colombia,170,female,2000,65,170,0.000065,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,HUN,4629.917608125478,10210971.0
26886,Australia,,B R,36,Colombia,170,male,2000,1945,170,0.001945,Colombia,CO,COL,170,ISO 3166-2:CO,Americas,Latin America and the Caribbean,South America,19,419,5,AUS,21870.41596695936,19028802.0
